Company Sp. z o.o.             Advance Tax Return: Report Date 01.01.2015 to 31.12.2999             Time 16:01:26     Date  27.04.2015
Warsaw            Ledger 0L                                                                   RUMUFDV01/S.PACZKOWSKA Page           1


		Output tax: Line items

			Type		DocumentNo		Reference		Pstng Date		Doc. Date	Rep. Date		Document Header Text		Customer		Business PartnerName		Name 2	Street	City	PostalCode	G/L	ISO	Tax Number 3	VAT Registration No.	Trs	Tx	Description	Rate	           Gross amount	        Tax base amount	 Output Tax Pay.	Tax acct
			RV		8100002537		1000002467		07.04.2015		07.04.2015	07.04.2015				51456766								70700000				MWS	A8	Output tax 23%	 23,000	-113,00	-91,87	-21,13	44270000
			RV		8100002538		1000002474		07.04.2015		07.04.2015	07.04.2015				51559662								70700000				MWS	A8	Output tax 23%	 23,000	-89,00	-72,36	-16,64	44270000
			RV		8100002539		1000002469		07.04.2015		07.04.2015	07.04.2015				52299905								70700000			6271755802	MWS	A8	Output tax 23%	 23,000	-2.499,00	-2.031,71	-467,29	44270000
			RV		8100002540		1000002468		07.04.2015		07.04.2015	07.04.2015				52033921								70700000				MWS	A8	Output tax 23%	 23,000	-318,00	-258,54	-59,46	44270000
			RV		8100002541		1000002470		07.04.2015		07.04.2015	07.04.2015				52027903								70700000			9580448318	MWS	A8	Output tax 23%	 23,000	-369,00	-300,00	-69,00	44270000
			RV		8100002542		1000002472		07.04.2015		07.04.2015	07.04.2015				52011137								70700000				MWS	A8	Output tax 23%	 23,000	-1.543,99	-1.255,28	-288,71	44270000
			RV		8100002543		1000002473		07.04.2015		07.04.2015	07.04.2015				52301999								70700000				MWS	A8	Output tax 23%	 23,000	-1.569,00	-1.275,61	-293,39	44270000
			RV		8100002544		1000002471		07.04.2015		07.04.2015	07.04.2015				50718176								70700000				MWS	A8	Output tax 23%	 23,000	-277,00	-225,20	-51,80	44270000
			RV		8100002545		1000002477		07.04.2015		07.04.2015	07.04.2015				51571445								70700000				MWS	A8	Output tax 23%	 23,000	-59,00	-47,97	-11,03	44270000
			RV		8100002546		1000002476		07.04.2015		07.04.2015	07.04.2015				51449859								70700000				MWS	A8	Output tax 23%	 23,000	-30,02	-24,41	-5,61	44270000
			RV		8100002547		1000002475		07.04.2015		07.04.2015	07.04.2015				51905946								70700000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100002547		1000002475		07.04.2015		07.04.2015	07.04.2015				51905946								70700000				MWS	A8	Output tax 23%	 23,000	-13,00	-10,57	-2,43	44270000
			RV		8100002548		1000002482		07.04.2015		07.04.2015	07.04.2015				51164443								70700000				MWS	A8	Output tax 23%	 23,000	-31,19	-25,36	-5,83	44270000
			RV		8100002549		1000002478		07.04.2015		07.04.2015	07.04.2015				50149269								70700000				MWS	A8	Output tax 23%	 23,000	-257,00	-208,94	-48,06	44270000
			RV		8100002550		1000002479		07.04.2015		07.04.2015	07.04.2015				51391280								70700000			7010161010	MWS	A8	Output tax 23%	 23,000	-99,00	-80,49	-18,51	44270000
			RV		8100002551		1000002481		07.04.2015		07.04.2015	07.04.2015				52028812								70700000				MWS	A8	Output tax 23%	 23,000	-1.499,00	-1.218,70	-280,30	44270000
			RV		8100002552		1000002480		07.04.2015		07.04.2015	07.04.2015				50021689								70700000				MWS	A8	Output tax 23%	 23,000	-89,99	-73,16	-16,83	44270000
			RV		8100002552		1000002480		07.04.2015		07.04.2015	07.04.2015				50021689								70700000				MWS	A8	Output tax 23%	 23,000	-92,09	-74,87	-17,22	44270000
			RV		8100002553		1000002484		07.04.2015		07.04.2015	07.04.2015				51766001								70700000				MWS	A8	Output tax 23%	 23,000	-415,00	-337,40	-77,60	44270000
			RV		8100002554		1000002483		07.04.2015		07.04.2015	07.04.2015				51877309								70700000				MWS	A8	Output tax 23%	 23,000	-152,00	-123,58	-28,42	44270000
			RV		8100002555		1000002485		07.04.2015		07.04.2015	07.04.2015				52015250								70700000				MWS	A8	Output tax 23%	 23,000	-59,00	-47,97	-11,03	44270000
			RV		8100002556		1000002486		07.04.2015		07.04.2015	07.04.2015				51554533								70700000			7343390033	MWS	A8	Output tax 23%	 23,000	-229,40	-186,50	-42,90	44270000
			RV		8100002557		1000002487		07.04.2015		07.04.2015	07.04.2015				52034332								70700000				MWS	A8	Output tax 23%	 23,000	-15,01	-12,20	-2,81	44270000
			RV		8100002557		1000002487		07.04.2015		07.04.2015	07.04.2015				52034332								70700000				MWS	A8	Output tax 23%	 23,000	-5,01	-4,07	-0,94	44270000
			RV		8100002557		1000002487		07.04.2015		07.04.2015	07.04.2015				52034332								70700000				MWS	A8	Output tax 23%	 23,000	-1.599,00	-1.300,00	-299,00	44270000
			RV		8100002558		1000002488		07.04.2015		07.04.2015	07.04.2015				52034352								70700000				MWS	A8	Output tax 23%	 23,000	-565,00	-459,35	-105,65	44270000
			RV		8100002558		1000002488		07.04.2015		07.04.2015	07.04.2015				52034352								70700000				MWS	A8	Output tax 23%	 23,000	-5,01	-4,07	-0,94	44270000
			RV		8100002558		1000002488		07.04.2015		07.04.2015	07.04.2015				52034352								70700000				MWS	A8	Output tax 23%	 23,000	-15,01	-12,20	-2,81	44270000
			RV		8100002559		1000002489		07.04.2015		07.04.2015	07.04.2015				52034354								70700000				MWS	A8	Output tax 23%	 23,000	-366,00	-297,56	-68,44	44270000
			RV		8100002559		1000002489		07.04.2015		07.04.2015	07.04.2015				52034354								70700000				MWS	A8	Output tax 23%	 23,000	-22,00	-17,89	-4,11	44270000
			RV		8100002559		1000002489		07.04.2015		07.04.2015	07.04.2015				52034354								70700000				MWS	A8	Output tax 23%	 23,000	-15,01	-12,20	-2,81	44270000
			RV		8100002560		1000002492		07.04.2015		07.04.2015	07.04.2015				51947647								70700000				MWS	A8	Output tax 23%	 23,000	-62,90	-51,14	-11,76	44270000
			RV		8100002560		1000002492		07.04.2015		07.04.2015	07.04.2015				51947647								70700000				MWS	A8	Output tax 23%	 23,000	                 50,00	                 40,65	           9,35	44270000
			RV		8100002561		1000002499		07.04.2015		07.04.2015	07.04.2015				51065713								70700000				MWS	A8	Output tax 23%	 23,000	-89,00	-72,36	-16,64	44270000
			RV		8100002561		1000002499		07.04.2015		07.04.2015	07.04.2015				51065713								70700000				MWS	A8	Output tax 23%	 23,000	                 50,00	                 40,65	           9,35	44270000
			RV		8100002562		1000002490		07.04.2015		07.04.2015	07.04.2015				51912963								70700000				MWS	A8	Output tax 23%	 23,000	-97,99	-79,67	-18,32	44270000
			RV		8100002562		1000002490		07.04.2015		07.04.2015	07.04.2015				51912963								70700000				MWS	A8	Output tax 23%	 23,000	                 50,00	                 40,65	           9,35	44270000
			RV		8100002563		1000002491		07.04.2015		07.04.2015	07.04.2015				51656004								70700000				MWS	A8	Output tax 23%	 23,000	                 50,00	                 40,65	           9,35	44270000
			RV		8100002563		1000002491		07.04.2015		07.04.2015	07.04.2015				51656004								70700000				MWS	A8	Output tax 23%	 23,000	-118,40	-96,26	-22,14	44270000
			RV		8100002565		1000002496		07.04.2015		07.04.2015	07.04.2015				51799927								70700000				MWS	A2	Output tax 8%	  8,000	-110,00	-101,85	-8,15	44270000
			RV		8100002565		1000002496		07.04.2015		07.04.2015	07.04.2015				51799927								70701000				MWS	A8	Output tax 23%	 23,000	                 50,00	                 40,65	           9,35	44270000
			RV		8100002566		1000002498		07.04.2015		07.04.2015	07.04.2015				51892707								70700000				MWS	A8	Output tax 23%	 23,000	-29,00	-23,58	-5,42	44270000
			RV		8100002566		1000002498		07.04.2015		07.04.2015	07.04.2015				51892707								70700000				MWS	A8	Output tax 23%	 23,000	-19,00	-15,45	-3,55	44270000
			RV		8100002566		1000002498		07.04.2015		07.04.2015	07.04.2015				51892707								70700000				MWS	A8	Output tax 23%	 23,000	                 48,00	                 39,02	           8,98	44270000
			RV		8100002567		1000002493		07.04.2015		07.04.2015	07.04.2015				52302602								70700000				MWS	A8	Output tax 23%	 23,000	-172,00	-139,84	-32,16	44270000
			RV		8100002567		1000002493		07.04.2015		07.04.2015	07.04.2015				52302602								70700000				MWS	A8	Output tax 23%	 23,000	                 50,00	                 40,65	           9,35	44270000
			RV		8100002568		1000002494		07.04.2015		07.04.2015	07.04.2015				50149892								70700000				MWS	A8	Output tax 23%	 23,000	-55,40	-45,04	-10,36	44270000
			RV		8100002568		1000002494		07.04.2015		07.04.2015	07.04.2015				50149892								70700000				MWS	A8	Output tax 23%	 23,000	                 25,00	                 20,33	           4,67	44270000
			RV		8100002569		1000002495		07.04.2015		07.04.2015	07.04.2015				51695803								70700000				MWS	A8	Output tax 23%	 23,000	-86,00	-69,92	-16,08	44270000
			RV		8100002569		1000002495		07.04.2015		07.04.2015	07.04.2015				51695803								70700000				MWS	A8	Output tax 23%	 23,000	                 50,00	                 40,65	           9,35	44270000
			RV		8100002571		1000002502		07.04.2015		07.04.2015	07.04.2015				50056366								70700000				MWS	A8	Output tax 23%	 23,000	-162,34	-131,98	-30,36	44270000
			RV		8100002571		1000002502		07.04.2015		07.04.2015	07.04.2015				50056366								70700000				MWS	A8	Output tax 23%	 23,000	                 50,00	                 40,65	           9,35	44270000
			RV		8100002572		1000002500		07.04.2015		07.04.2015	07.04.2015				52016183								70700000				MWS	A8	Output tax 23%	 23,000	                 50,00	                 40,65	           9,35	44270000
			RV		8100002572		1000002500		07.04.2015		07.04.2015	07.04.2015				52016183								70700000				MWS	A8	Output tax 23%	 23,000	-25,01	-20,33	-4,68	44270000
			RV		8100002572		1000002500		07.04.2015		07.04.2015	07.04.2015				52016183								70700000				MWS	A8	Output tax 23%	 23,000	-36,00	-29,27	-6,73	44270000
			RV		8100002573		1000002504		07.04.2015		07.04.2015	07.04.2015				51678420								70700000				MWS	A8	Output tax 23%	 23,000	-69,00	-56,10	-12,90	44270000
			RV		8100002573		1000002504		07.04.2015		07.04.2015	07.04.2015				51678420								70700000				MWS	A8	Output tax 23%	 23,000	                 50,00	                 40,65	           9,35	44270000
			RV		8100002574		1000002503		07.04.2015		07.04.2015	07.04.2015				52031605								70700000				MWS	A8	Output tax 23%	 23,000	-109,90	-89,35	-20,55	44270000
			RV		8100002574		1000002503		07.04.2015		07.04.2015	07.04.2015				52031605								70700000				MWS	A8	Output tax 23%	 23,000	                 50,00	                 40,65	           9,35	44270000
			RV		8100002575		1000002505		07.04.2015		07.04.2015	07.04.2015				51605847								70700000				MWS	A8	Output tax 23%	 23,000	-57,99	-47,15	-10,84	44270000
			RV		8100002575		1000002505		07.04.2015		07.04.2015	07.04.2015				51605847								70700000				MWS	A8	Output tax 23%	 23,000	                 50,00	                 40,65	           9,35	44270000
			RV		8100002576		1000002507		07.04.2015		07.04.2015	07.04.2015				51839108								70700000				MWS	A8	Output tax 23%	 23,000	-219,00	-178,05	-40,95	44270000
			RV		8100002576		1000002507		07.04.2015		07.04.2015	07.04.2015				51839108								70700000				MWS	A8	Output tax 23%	 23,000	                 50,00	                 40,65	           9,35	44270000
			RV		8100002577		1000002509		07.04.2015		07.04.2015	07.04.2015				51331397								70700000				MWS	A8	Output tax 23%	 23,000	-359,00	-291,87	-67,13	44270000
			RV		8100002577		1000002509		07.04.2015		07.04.2015	07.04.2015				51331397								70700000				MWS	A8	Output tax 23%	 23,000	                 50,00	                 40,65	           9,35	44270000
			RV		8100002579		1000002508		07.04.2015		07.04.2015	07.04.2015				51891419								70700000				MWS	A8	Output tax 23%	 23,000	                 50,00	                 40,65	           9,35	44270000
			RV		8100002579		1000002508		07.04.2015		07.04.2015	07.04.2015				51891419								70700000				MWS	A8	Output tax 23%	 23,000	-43,00	-34,96	-8,04	44270000
			RV		8100002579		1000002508		07.04.2015		07.04.2015	07.04.2015				51891419								70700000				MWS	A8	Output tax 23%	 23,000	-130,02	-105,71	-24,31	44270000
			RV		8100002579		1000002508		07.04.2015		07.04.2015	07.04.2015				51891419								70700000				MWS	A8	Output tax 23%	 23,000	-186,00	-151,22	-34,78	44270000
			RV		8100002579		1000002508		07.04.2015		07.04.2015	07.04.2015				51891419								70700000				MWS	A8	Output tax 23%	 23,000	-262,00	-213,01	-48,99	44270000
			RV		8100002580		1000002510		07.04.2015		07.04.2015	07.04.2015				51797766								70700000				MWS	A8	Output tax 23%	 23,000	-54,00	-43,90	-10,10	44270000
			RV		8100002580		1000002510		07.04.2015		07.04.2015	07.04.2015				51797766								70700000				MWS	A8	Output tax 23%	 23,000	                 50,00	                 40,65	           9,35	44270000
			RV		8100002581		1000002512		07.04.2015		07.04.2015	07.04.2015				51964374								70700000				MWS	A8	Output tax 23%	 23,000	-152,90	-124,31	-28,59	44270000
			RV		8100002581		1000002512		07.04.2015		07.04.2015	07.04.2015				51964374								47210000				MWS	YA	Output tax technical code	  0,000	                150,00	                150,00	           0,00	44270000
			RV		8100002582		1000002513		07.04.2015		07.04.2015	07.04.2015				51360229								70700000				MWS	A2	Output tax 8%	  8,000	-139,00	-128,70	-10,30	44270000
			RV		8100002582		1000002513		07.04.2015		07.04.2015	07.04.2015				51360229								70700000				MWS	A2	Output tax 8%	  8,000	                 19,99	                 18,51	           1,48	44270000
			RV		8100002582		1000002513		07.04.2015		07.04.2015	07.04.2015				51360229								70403000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100002583		1000002511		07.04.2015		07.04.2015	07.04.2015				51789648								70700000				MWS	A8	Output tax 23%	 23,000	-1.499,00	-1.218,70	-280,30	44270000
			RV		8100002583		1000002511		07.04.2015		07.04.2015	07.04.2015				51789648								70700000				MWS	A8	Output tax 23%	 23,000	-2.239,01	-1.820,33	-418,68	44270000
			RV		8100002583		1000002511		07.04.2015		07.04.2015	07.04.2015				51789648								70700000				MWS	A8	Output tax 23%	 23,000	-1.183,00	-961,79	-221,21	44270000
			RV		8100002583		1000002511		07.04.2015		07.04.2015	07.04.2015				51789648								70700000				MWS	A8	Output tax 23%	 23,000	-35,01	-28,46	-6,55	44270000
			RV		8100002583		1000002511		07.04.2015		07.04.2015	07.04.2015				51789648								47210000				MWS	YA	Output tax technical code	  0,000	              4.200,00	              4.200,00	           0,00	44270000
			RV		8100002584		1000002514		07.04.2015		07.04.2015	07.04.2015				52302798								70403000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100002584		1000002514		07.04.2015		07.04.2015	07.04.2015				52302798								70700000				MWS	A2	Output tax 8%	  8,000	                  5,09	                  4,71	           0,38	44270000
			RV		8100002584		1000002514		07.04.2015		07.04.2015	07.04.2015				52302798								70700000				MWS	A2	Output tax 8%	  8,000	-84,09	-77,86	-6,23	44270000
			RV		8100002585		1000002515		07.04.2015		07.04.2015	07.04.2015				52302798								70700000				MWS	A2	Output tax 8%	  8,000	-65,99	-61,10	-4,89	44270000
			RV		8100002585		1000002515		07.04.2015		07.04.2015	07.04.2015				52302798								70700000				MWS	A2	Output tax 8%	  8,000	                  6,99	                  6,47	           0,52	44270000
			RV		8100002585		1000002515		07.04.2015		07.04.2015	07.04.2015				52302798								70403000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100002586		1000002524		07.04.2015		07.04.2015	07.04.2015				52302796								70700000				MWS	A2	Output tax 8%	  8,000	-228,00	-211,11	-16,89	44270000
			RV		8100002586		1000002524		07.04.2015		07.04.2015	07.04.2015				52302796								70700000				MWS	A2	Output tax 8%	  8,000	                 12,00	                 11,11	           0,89	44270000
			RV		8100002587		1000002518		07.04.2015		07.04.2015	07.04.2015				52302765								70700000				MWS	A2	Output tax 8%	  8,000	-256,00	-237,04	-18,96	44270000
			RV		8100002587		1000002518		07.04.2015		07.04.2015	07.04.2015				52302765								70700000				MWS	A2	Output tax 8%	  8,000	                 20,00	                 18,52	           1,48	44270000
			RV		8100002588		1000002522		07.04.2015		07.04.2015	07.04.2015				50086766								70700000				MWS	A2	Output tax 8%	  8,000	-228,00	-211,11	-16,89	44270000
			RV		8100002588		1000002522		07.04.2015		07.04.2015	07.04.2015				50086766								70700000				MWS	A2	Output tax 8%	  8,000	                 12,00	                 11,11	           0,89	44270000
			RV		8100002589		1000002516		07.04.2015		07.04.2015	07.04.2015				52302779								70700000				MWS	A2	Output tax 8%	  8,000	-228,00	-211,11	-16,89	44270000
			RV		8100002589		1000002516		07.04.2015		07.04.2015	07.04.2015				52302779								70700000				MWS	A2	Output tax 8%	  8,000	                 12,00	                 11,11	           0,89	44270000
			RV		8100002589		1000002516		07.04.2015		07.04.2015	07.04.2015				52302779								70403000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100002590		1000002525		07.04.2015		07.04.2015	07.04.2015				50212837								70403000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100002590		1000002525		07.04.2015		07.04.2015	07.04.2015				50212837								70700000				MWS	A2	Output tax 8%	  8,000	                 12,00	                 11,11	           0,89	44270000
			RV		8100002590		1000002525		07.04.2015		07.04.2015	07.04.2015				50212837								70700000				MWS	A2	Output tax 8%	  8,000	-228,00	-211,11	-16,89	44270000
			RV		8100002591		1000002523		07.04.2015		07.04.2015	07.04.2015				51490510								70700000				MWS	A2	Output tax 8%	  8,000	-228,00	-211,11	-16,89	44270000
			RV		8100002591		1000002523		07.04.2015		07.04.2015	07.04.2015				51490510								70700000				MWS	A2	Output tax 8%	  8,000	                 12,00	                 11,11	           0,89	44270000
			RV		8100002591		1000002523		07.04.2015		07.04.2015	07.04.2015				51490510								70403000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100002592		1000002519		07.04.2015		07.04.2015	07.04.2015				52302759								70700000				MWS	A2	Output tax 8%	  8,000	-89,09	-82,49	-6,60	44270000
			RV		8100002592		1000002519		07.04.2015		07.04.2015	07.04.2015				52302759								70700000				MWS	A2	Output tax 8%	  8,000	                  7,08	                  6,56	           0,52	44270000
			RV		8100002592		1000002519		07.04.2015		07.04.2015	07.04.2015				52302759								70403000				MWS	A8	Output tax 23%	 23,000	-8,00	-6,50	-1,50	44270000
			RV		8100002593		1000002517		07.04.2015		07.04.2015	07.04.2015				52302730								70700000				MWS	A2	Output tax 8%	  8,000	-548,34	-507,72	-40,62	44270000
			RV		8100002593		1000002517		07.04.2015		07.04.2015	07.04.2015				52302730								70700000				MWS	A2	Output tax 8%	  8,000	                 44,34	                 41,06	           3,28	44270000
			RV		8100002593		1000002517		07.04.2015		07.04.2015	07.04.2015				52302730								70403000				MWS	A8	Output tax 23%	 23,000	-30,00	-24,39	-5,61	44270000
			RV		8100002594		1000002521		07.04.2015		07.04.2015	07.04.2015				51358621								70700000				MWS	A2	Output tax 8%	  8,000	-84,09	-77,86	-6,23	44270000
			RV		8100002594		1000002521		07.04.2015		07.04.2015	07.04.2015				51358621								70700000				MWS	A2	Output tax 8%	  8,000	                  5,09	                  4,71	           0,38	44270000
			RV		8100002595		1000002520		07.04.2015		07.04.2015	07.04.2015				51744845								70403000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100002595		1000002520		07.04.2015		07.04.2015	07.04.2015				51744845								70700000				MWS	A2	Output tax 8%	  8,000	                 19,99	                 18,51	           1,48	44270000
